"example_id","frame_id","english","georgian","context","usage_tip"
"pi_023","possession_inanimate_present","I don’t have a car.","მე მანქანა არ მაქვს.","Stating a limitation.","Keep the object the same; negate only the verb."
"pi_024","possession_inanimate_present","I have no idea.","წარმოდგენა არ მაქვს.","Admitting ignorance.","Common phrase: ‘I have no idea’ uses the same ‘have’ verb."
"pi_025","possession_inanimate_present","It doesn’t matter.","მნიშვნელობა არ აქვს.","Brushing off a detail.","Fixed phrase: ‘it has no importance’ is how Georgian says ‘it doesn’t matter’."
"pi_026","possession_inanimate_present","It makes no sense.","აზრი არ აქვს.","Rejecting an idea.","Another fixed phrase: ‘it has no sense’."
"pi_027","possession_inanimate_present","It has no connection.","კავშირი არ აქვს.","Denying a link.","Use this to say two things aren’t related: “no connection”."
"pi_028","possession_inanimate_present","I hope so.","იმედი მაქვს.","Expressing optimism.","Literal pattern: ‘I have hope’ is a common way to say “I hope so.”"
"pa_001","possession_animate_present","I have a dog.","მე ძაღლი მყავს.","Talking about pets.","For people/animals you “have” (keep), Georgian uses the verb family მყავს/გყავს/ჰყავს."
"pa_002","possession_animate_present","You have a dog.","შენ ძაღლი გყავს.","Asking about pets.","Change the person by changing the verb: you = გყავს."
"pa_003","possession_animate_present","He has a dog.","მას ძაღლი ჰყავს.","Talking about someone.","3rd person uses ჰყავს; the person is marked as the receiver: მას … ჰყავს."
"pa_004","possession_animate_present","We have a dog.","ჩვენ ძაღლი გვყავს.","Family/pet talk.","Plural ‘we’ uses გვყავს."
"pa_005","possession_animate_present","You guys have a dog.","თქვენ ძაღლი გყავთ.","Asking a group.","Plural ‘you’ uses გყავთ."
"pa_006","possession_animate_present","They have a dog.","მათ ძაღლი ჰყავთ.","Talking about a group.","Plural ‘they’ uses ჰყავთ."
"pa_007","possession_animate_present","I have a cat.","მე კატა მყავს.","Talking about pets.","Swap any animal into the same pattern: cat/dog/bird etc."
"pa_008","possession_animate_present","I have a parrot.","მე თუთიყუში მყავს.","Showing off a pet.","Keep the same verb; only the animal changes."
"pa_009","possession_animate_present","I have a child.","მე ბავშვი მყავს.","Family talk.","This verb is also used for having children (keeping them)."
"pa_010","possession_animate_present","I have two children.","მე ორი ბავშვი მყავს.","Family talk.","Numbers go before the noun; the verb stays the same."
"pa_011","possession_animate_present","Do you have kids?","შენ ბავშვები გყავს?","Small talk.","To ask a yes/no question, keep the same words and add ?"
"pa_012","possession_animate_present","How many children do you have?","რამდენი ბავშვი გყავს?","Family chat.","Use რამდენი (‘how many’) before the noun."
"pa_013","possession_animate_present","Mariam has a dog.","მარიამს ძაღლი ჰყავს.","Talking about someone.","Names take -ს in this construction: მარიამს … ჰყავს."
"pa_014","possession_animate_present","My friend has a cat.","ჩემ მეგობარს კატა ჰყავს.","Explaining someone’s situation.","The owner is marked with -ს and the verb is 3rd person: … ჰყავს."
"pa_015","possession_animate_present","Our neighbors have a dog.","ჩვენ მეზობლებს ძაღლი ჰყავთ.","Talking about neighbors.","Plural owners take -ებს; the verb for ‘they have’ is ჰყავთ."
"pa_016","possession_animate_present","I don’t have a dog.","მე ძაღლი არ მყავს.","Stating a limitation.","To negate, put არ directly before the verb: არ მყავს."
"pa_017","possession_animate_present","You don’t have a dog.","შენ ძაღლი არ გყავს.","Correcting someone.","Negate ‘you have’ as არ გყავს."
"pa_018","possession_animate_present","He doesn’t have a dog.","მას ძაღლი არ ჰყავს.","Explaining a situation.","Negate 3rd person as არ ჰყავს."
"pa_019","possession_animate_present","We don’t have a dog.","ჩვენ ძაღლი არ გვყავს.","Family decision.","Negate ‘we have’ as არ გვყავს."
"pa_020","possession_animate_present","You guys don’t have a dog.","თქვენ ძაღლი არ გყავთ.","Checking a group.","Negate plural ‘you’ as არ გყავთ."
"pa_021","possession_animate_present","They don’t have a dog.","მათ ძაღლი არ ჰყავთ.","Talking about a group.","Negate plural ‘they’ as არ ჰყავთ."
"pa_022","possession_animate_present","Do you have a dog or a cat?","შენ ძაღლი გყავს თუ კატა?","Choosing between options.","Use თუ for ‘or’ when offering a choice in a question."
"pa_023","possession_animate_present","I have a dog, but I don’t have a cat.","მე ძაღლი მყავს, მაგრამ კატა არ მყავს.","Comparing.","You can contrast two possessions by repeating the verb with and without negation."
"pa_024","possession_animate_present","We have a cat at home.","ჩვენ სახლში კატა გვყავს.","Explaining a home situation.","You can add a location phrase (like სახლში) without changing the possession pattern."
"pa_025","possession_animate_present","They have a dog here.","აქ ძაღლი ჰყავთ.","Warning someone.","You can start with a location word (აქ) to emphasize ‘here’."
"pa_026","possession_animate_present","I have a new dog.","მე ახალი ძაღლი მყავს.","Recent change.","Adjectives go before the noun; the verb stays the same."
"lp_001","liking_present","I like this.","ეს მომწონს.","Reacting to something.","Use მომწონს to mean “I like it” (literally “it pleases me”)."
"lp_002","liking_present","You like this.","ეს მოგწონს.","Checking someone’s opinion.","Change the person by changing the verb: you = მოგწონს."
"lp_003","liking_present","He likes this.","მას ეს მოსწონს.","Talking about someone.","For “he/she likes”, mark the person as მას and use მოსწონს."
"lp_004","liking_present","We like this.","ეს მოგვწონს.","Group opinion.","For “we like”, use მოგვწონს."
"lp_005","liking_present","You guys like this.","ეს მოგწონთ.","Group opinion.","Plural ‘you’ uses მოგწონთ."
"lp_006","liking_present","They like this.","მათ ეს მოსწონთ.","Talking about a group.","Plural ‘they’ uses მოსწონთ and the person is marked as მათ."
"lp_007","liking_present","I like this city.","მე ეს ქალაქი მომწონს.","Giving an opinion.","In this pattern, the thing you like is the subject; you can still add “I” (მე) for emphasis."
"lp_008","liking_present","I like this book.","მე ეს წიგნი მომწონს.","Reviewing.","Swap the liked thing; keep the same verb."
"lp_009","liking_present","I like this music.","მე ეს მუსიკა მომწონს.","Playlist talk.","The noun you like can be any thing: music/book/city, etc."
"lp_010","liking_present","I like this photo.","მე ეს ფოტო მომწონს.","Social media.","This is a natural way to say “I like this photo.”"
"lp_011","liking_present","I like your car.","მე შენი მანქანა მომწონს.","Complimenting.","To say “I like your X”, put the owner word before the noun: შენი მანქანა."
"lp_012","liking_present","Do you like this city?","ეს ქალაქი მოგწონს?","Asking for a review.","Yes/no questions keep the same words; add ?"
"lp_013","liking_present","Do you like this?","ეს მოგწონს?","Showing something.","Use this short form when pointing at something."
"lp_014","liking_present","Who likes this photo?","ვის მოსწონს ეს ფოტო?","Social media.","Use ვის for “who” when that person is the experiencer with მოსწონს."
"lp_015","liking_present","What do you like?","რა მოგწონს?","Getting preferences.","Use რა with the verb: “what do you like?”."
"lp_016","liking_present","Which one do you like?","რომელი მოგწონს?","Choosing between options.","Use რომელი when choosing from a specific set."
"lp_017","liking_present","I don’t like this.","ეს არ მომწონს.","Disagreeing.","To negate, put არ directly before the verb: არ მომწონს."
"lp_018","liking_present","I don’t like it at all.","სულაც არ მომწონს.","Strong dislike.","Use სულაც არ for “not at all”."
"lp_019","liking_present","He doesn’t like this.","მას ეს არ მოსწონს.","Explaining someone’s taste.","Negate 3rd person by placing არ before მოსწონს."
"lp_020","liking_present","They don’t like this.","მათ ეს არ მოსწონთ.","Group opinion.","Negate the verb; the rest stays the same."
"lp_021","liking_present","I like it very much.","ძალიან მომწონს.","Strong approval.","Use ძალიან to mean “very” before the verb."
"lp_022","liking_present","I like Georgian food.","ქართული საჭმელი მომწონს.","Complimenting cuisine.","Use an adjective + noun as the liked thing: ქართული საჭმელი."
"lp_023","liking_present","I like this new cafe.","ეს ახალი კაფე მომწონს.","Complimenting a place.","Adjectives go before the noun: ახალი კაფე."
"lp_024","liking_present","I like this idea a lot.","ეს იდეა ძალიან მომწონს.","Agreeing.","You can intensify with ძალიან without changing the frame."
"lp_025","liking_present","I prefer this.","ეს მირჩევნია.","Choosing.","Use მირჩევნია to mean “I prefer this” (choosing between options)."
"lp_026","liking_present","Which one do you prefer?","რომელი გირჩევნია?","Choosing between options.","Change the person by changing the verb: you = გირჩევნია."
"pp_001","preference_present","I prefer this.","ეს მირჩევნია.","Choosing.","Use მირჩევნია to mean “I prefer this” when choosing between options."
"pp_002","preference_present","You prefer this.","ეს გირჩევნია.","Checking someone’s choice.","Change the person by changing the verb: you = გირჩევნია."
"pp_003","preference_present","He prefers this.","მას ეს ურჩევნია.","Talking about someone.","For “he/she prefers”, mark the person as მას and use ურჩევნია."
"pp_004","preference_present","We prefer this.","ეს გვირჩევნია.","Group decision.","For “we prefer”, use გვირჩევნია."
"pp_005","preference_present","You guys prefer this.","ეს გირჩევნიათ.","Group choice.","Plural ‘you’ uses გირჩევნიათ."
"pp_006","preference_present","They prefer this.","მათ ეს ურჩევნიათ.","Talking about a group.","Plural ‘they’ uses ურჩევნიათ and the person is marked as მათ."
"pp_007","preference_present","I prefer tea.","მე ჩაი მირჩევნია.","Ordering.","Swap the option; keep the same preference verb."
"pp_008","preference_present","You prefer coffee.","შენ ყავა გირჩევნია.","Small talk.","The chosen thing stays the same shape; only the verb/person changes."
"pp_009","preference_present","He prefers tea.","მას ჩაი ურჩევნია.","Choosing for someone.","Same pattern with 3rd person: მას + option + ურჩევნია."
"pp_010","preference_present","We prefer coffee.","ჩვენ ყავა გვირჩევნია.","Group order.","Plural ‘we’ keeps the same sentence shape."
"pp_011","preference_present","I prefer your idea.","მე შენი იდეა მირჩევნია.","Work discussion.","To say “I prefer your X”, put the owner word before the noun: შენი იდეა."
"pp_012","preference_present","Do you prefer this?","ეს გირჩევნია?","Offering options.","Yes/no questions keep the same words; add ?"
"pp_013","preference_present","Which one do you prefer?","რომელი გირჩევნია?","Choosing from a set.","Use რომელი for “which” when picking one option."
"pp_014","preference_present","What do you prefer?","რა გირჩევნია?","Getting preferences.","Use რა to ask “what do you prefer?”"
"pp_015","preference_present","Do you prefer tea or coffee?","ჩაი გირჩევნია თუ ყავა?","Ordering.","Use თუ for “or” when offering a choice in a question."
"pp_016","preference_present","Why do you prefer this?","რატომ გირჩევნია ეს?","Curious.","Use რატომ to ask the reason; keep the same verb."
"pp_017","preference_present","Who prefers this?","ვის ურჩევნია ეს?","Group choice.","Use ვის for “who” when that person is the one preferring."
"pp_018","preference_present","I prefer tea over coffee.","ჩაი მირჩევნია, ვიდრე ყავა.","Ordering.","To compare, use “X …, ვიდრე Y” = “X rather than Y”."
"pp_019","preference_present","I prefer this cafe over that one.","ეს კაფე მირჩევნია, ვიდრე ის.","Choosing a place.","You can compare two options with the same “X, ვიდრე Y” pattern."
"pp_020","preference_present","He prefers this one over that one.","მას ეს ურჩევნია, ვიდრე ის.","Picking for someone.","Same comparison pattern works for 3rd person too."
"pp_021","preference_present","We prefer walking over the bus.","ჩვენ ფეხით გვირჩევნია, ვიდრე ავტობუსით.","Planning.","You can compare methods too: “by foot” vs “by bus” + ვიდრე."
"pp_022","preference_present","I prefer this more.","ეს უფრო მირჩევნია.","Choosing.","Use უფრო to mean “more”: “I prefer this more.”"
"pp_023","preference_present","I much prefer this.","ეს ბევრად მირჩევნია.","Strong preference.","Use ბევრად for “much more” to strengthen the preference."
"pp_024","preference_present","I don’t prefer this.","ეს არ მირჩევნია.","Disagreeing.","To negate, put არ directly before the verb: არ მირჩევნია."
"pp_025","preference_present","I don’t prefer this; I prefer that.","ეს არ მირჩევნია, ის მირჩევნია.","Correcting a choice.","You can contrast two options by repeating the verb with and without negation."
"pp_026","preference_present","I prefer neither this nor that.","არც ეს მირჩევნია, არც ის.","Refusing options.","Use არც … არც … to say “neither…nor…” with the same preference verb."
"ex_001","existence_availability_present","There is coffee.","ყავა არის.","Offering a drink.","To say something exists/is available, use “[thing] არის”."
"ex_002","existence_availability_present","There is water.","წყალი არის.","Offering water.","Same pattern: noun + არის."
"ex_003","existence_availability_present","There is time.","დრო არის.","Saying you’re free.","Use this to mean time is available."
"ex_004","existence_availability_present","There is space.","ადგილი არის.","Asking about room.","ადგილი can mean space/room/seat depending on context."
"ex_005","existence_availability_present","There is a chair.","სკამი არის.","Pointing something out.","Use this for simple existence in a place."
"ex_006","existence_availability_present","There is a table.","მაგიდა არის.","Describing a room.","Keep the noun first; Georgian doesn’t use “there”."
"ex_007","existence_availability_present","There is no coffee.","ყავა არ არის.","Cafe is out of coffee.","To negate “there is”, use “არ არის”."
"ex_008","existence_availability_present","There is no time.","დრო არ არის.","Declining.","Same negation: noun + არ არის."
"ex_009","existence_availability_present","There is no space.","ადგილი არ არის.","Full bus/restaurant.","Common phrase for “no room/space”."
"ex_010","existence_availability_present","There is no problem.","პრობლემა არ არის.","Reassuring.","This often means “no worries / it’s fine”."
"ex_011","existence_availability_present","Is there coffee?","ყავა არის?","Checking availability.","Yes/no questions keep the same words; add ?"
"ex_012","existence_availability_present","Is there time?","დრო არის?","Asking a favor.","Use the same structure as the statement."
"ex_013","existence_availability_present","Is there space?","ადგილი არის?","Asking about seating.","This asks if there is room/space."
"ex_014","existence_availability_present","Is there no coffee?","ყავა არ არის?","Surprised confirmation.","A negative question is just the negated form with ?"
"ex_015","existence_availability_present","Where is the bathroom?","სად არის ტუალეტი?","Asking directions.","To ask where something is, use “სად არის + noun?”."
"ex_016","existence_availability_present","Where is the key?","სად არის გასაღები?","Looking for something.","Same pattern: სად არის + thing."
"ex_017","existence_availability_present","Where is my phone?","სად არის ჩემი ტელეფონი?","Searching.","Possessives go before the noun: ჩემი ტელეფონი."
"ex_018","existence_availability_present","Where are the tickets?","სად არის ბილეთები?","Before an event.","Plural nouns work the same way with სად არის."
"ex_019","existence_availability_present","Where are you guys?","სად ხართ?","Finding friends.","For people, use the appropriate “to be” form: ხართ for “you(pl) are”."
"ex_020","existence_availability_present","What is this?","ეს რა არის?","Pointing at an object.","To ask what something is, use “ეს რა არის?”."
"ex_021","existence_availability_present","Who is it?","ვინ არის?","Someone at the door.","Use “ვინ არის?” to ask who is there."
"ex_022","existence_availability_present","What is the problem?","რა არის პრობლემა?","Checking what’s wrong.","Use “რა არის + noun?” to ask “what is the …?”"
"ex_023","existence_availability_present","There is someone here.","აქ ვიღაც არის.","Noticing a person.","ვიღაც means “someone”; it works with არის."
"ex_024","existence_availability_present","Nobody is here.","აქ არავინაა.","Empty room.","With “nobody” (არავინ), Georgian uses a negative verb form."
"ex_025","existence_availability_present","Nothing is here.","აქ არაფერი არ არის.","Checking a place.","With “nothing” (არაფერი), Georgian often uses double negation."
"ex_026","existence_availability_present","There is nothing to do.","გასაკეთებელი არაფერი არის.","Bored.","Use “nothing” + is/exists to say there’s nothing available."
"ai_001","action_intransitive_present","I work.","მე ვმუშაობ.","Simple statement.","This frame is the basic pattern: subject + verb (no direct object)."
"ai_002","action_intransitive_present","You work.","შენ მუშაობ.","Asking about someone’s routine.","Change the person by changing the verb ending: you = მუშაობ."
"ai_003","action_intransitive_present","He works.","ის მუშაობს.","Talking about someone.","3rd person present often ends in -ს: მუშაობს."
"ai_004","action_intransitive_present","We work.","ჩვენ ვმუშაობთ.","Team context.","Plural 'we' commonly ends in -თ: ვმუშაობთ."
"ai_005","action_intransitive_present","You guys work.","თქვენ მუშაობთ.","Talking to a group.","Plural 'you' uses -თ: მუშაობთ."
"ai_006","action_intransitive_present","They work.","ისინი მუშაობენ.","Describing a group.","Plural 'they' often ends in -ენ: მუშაობენ."
"ai_007","action_intransitive_present","I live here.","მე აქ ვცხოვრობ.","Location update.","Use this verb to say where you live: აქ ვცხოვრობ = 'I live here'."
"ai_008","action_intransitive_present","I study.","მე ვსწავლობ.","Student life.","Use this verb for studying/learning in general: ვსწავლობ."
"ai_009","action_intransitive_present","I walk.","მე დავდივარ.","Casual movement.","Use დავდივარ for 'I walk / I go around (on foot)'."
"ai_010","action_intransitive_present","I run.","მე ვრბივარ.","Exercise.","Use ვრბივარ to say you are running."
"ai_011","action_intransitive_present","I sit.","მე ვზივარ.","Waiting.","Use ვზივარ to say you are sitting."
"ai_012","action_intransitive_present","I stand.","მე ვდგავარ.","In a line.","Use ვდგავარ to say you are standing."
"ai_013","action_intransitive_present","I rest.","მე ვისვენებ.","Taking a break.","Use ვისვენებ for 'I am resting / taking a break'."
"ai_014","action_intransitive_present","I laugh.","მე ვიცინი.","Something is funny.","Use ვიცინი for 'I laugh'."
"ai_015","action_intransitive_present","I talk.","მე ვლაპარაკობ.","Conversation.","Use ვლაპარაკობ for 'I talk / I speak'."
"ai_016","action_intransitive_present","Are you working?","მუშაობ?","Checking if someone is busy.","Yes/no questions often keep the same words; intonation/? makes it a question."
"ai_017","action_intransitive_present","Do you study?","სწავლობ?","Small talk.","Georgian does not use 'do' in questions; just ask the verb + ?"
"ai_018","action_intransitive_present","Where do you live?","სად ცხოვრობ?","Getting to know someone.","Use სად + verb to ask 'where': სად ცხოვრობ?"
"ai_019","action_intransitive_present","When do you work?","როდის მუშაობ?","Schedule planning.","Use როდის to ask 'when' before the verb."
"ai_020","action_intransitive_present","Why are you laughing?","რატომ იცინი?","Curious.","Use რატომ to ask 'why' before the verb."
"ai_021","action_intransitive_present","I am not working.","არ ვმუშაობ.","Not available.","To negate a verb, put არ directly before the verb: არ ვმუშაობ."
"ai_022","action_intransitive_present","He is not studying.","ის არ სწავლობს.","Explaining someone’s situation.","Negation stays right before the verb: არ სწავლობს."
"ai_023","action_intransitive_present","We are not living here.","ჩვენ აქ არ ვცხოვრობთ.","Explaining.","Keep the place word; negate only the verb."
"ai_024","action_intransitive_present","I am not laughing.","არ ვიცინი.","Serious moment.","Use არ + verb to say you are not doing the action."
"ai_025","action_intransitive_present","I don’t work anymore.","აღარ ვმუშაობ.","Life change."_
"at_001","action_transitive_present","I write a letter.","მე წერილს ვწერ.","Simple statement.","For “I do X to Y”, Georgian often marks the direct object with -ს (here: წერილი → წერილს)."
"at_002","action_transitive_present","You write a letter.","შენ წერილს წერ.","Checking what someone is doing.","Change the person by changing the verb form: you = წერ."
"at_003","action_transitive_present","He writes a letter.","ის წერილს წერს.","Talking about someone.","3rd person present often ends in -ს: წერს."
"at_004","action_transitive_present","We write a letter.","ჩვენ წერილს ვწერთ.","Group work.","Plural ‘we’ uses a plural verb: ვწერთ."
"at_005","action_transitive_present","You guys write a letter.","თქვენ წერილს წერთ.","Addressing a group.","Plural ‘you’ uses -თ: წერთ."
"at_006","action_transitive_present","They write a letter.","ისინი წერილს წერენ.","Talking about a group.","Plural ‘they’ uses -ენ: წერენ."
"at_007","action_transitive_present","I read the book.","მე წიგნს ვკითხულობ.","Quiet time.","Direct objects often take -ს: წიგნი → წიგნს."
"at_008","action_transitive_present","I see the city.","მე ქალაქს ვხედავ.","Looking around.","Use -ს on the thing you see: ქალაქს."
"at_009","action_transitive_present","I open the door.","მე კარს ვაღებ.","Arriving home.","Some nouns have a special object form: კარი → კარს."
"at_010","action_transitive_present","I close the door.","მე კარს ვკეტავ.","Leaving.","Same object form: კარს."
"at_011","action_transitive_present","I buy bread.","მე პურს ვყიდულობ.","Quick errand.","Use -ს on the thing you buy: პური → პურს."
"at_012","action_transitive_present","I drink coffee.","მე ყავას ვსვამ.","Morning routine.","Use -ს on the thing you drink: ყავა → ყავას."
"at_013","action_transitive_present","Are you writing a letter?","შენ წერილს წერ?","Checking.","Yes/no questions keep the same words; add ?"
"at_014","action_transitive_present","What are you writing?","რას წერ?","Curious.","Use რას (“what” as an object) when asking about the direct object."
"at_015","action_transitive_present","Who do you see?","ვის ხედავ?","Looking for someone.","Use ვის (“who” as an object) when asking who is being acted on."
"at_016","action_transitive_present","Where do you put it?","სად დებ?","Asking about placement.","Use სად to ask where an action is happening/where something is placed."
"at_017","action_transitive_present","I don’t write letters.","მე წერილებს არ ვწერ.","General habit.","To negate, put არ directly before the verb."
"at_018","action_transitive_present","I don’t read this book.","მე ამ წიგნს არ ვკითხულობ.","Refusing.","Keep the object; negate only the verb with არ."
"at_019","action_transitive_present","He doesn’t see it.","ის არ ხედავს.","Denying.","Negation is the same: არ before the verb."
"at_020","action_transitive_present","We don’t buy bread.","ჩვენ პურს არ ვყიდულობთ.","Routine change.","Plural verbs negate the same way: object + არ + verb."
"at_021","action_transitive_present","I write you a letter.","მე შენ წერილს გწერ.","Friendly note.","To show the receiver (“to you”), add the pronoun and use the verb form that includes “you” (გ-)."
"at_022","action_transitive_present","He writes me a letter.","ის მე წერილს მიწერს.","Getting mail.","Some verbs can include the receiver inside the verb: მიწერს means “writes to me”."
"at_023","action_transitive_present","I buy you coffee.","მე შენ ყავას გიყიდი.","Treating a friend.","To include “to you”, Georgian often uses a verb form that includes you (გ-)."
"at_024","action_transitive_present","I see you.","მე შენ გხედავ.","Greeting.","When the object is “you”, the verb often includes a ‘you’ marker: გხედავ."
"at_025","action_transitive_present","Do you see me?","მე მხედავ?","Checking.","To ask “do you see me?”, use the verb form that matches “you see”: მხედავ."
"at_026","action_transitive_present","I understand you.","მე შენ გიგებ.","Conversation.","With “you” as the object, Georgian often uses a verb form that includes ‘you’: გიგებ."
"dit_001","action_ditransitive_present","I am sending you a message.","მე შენ შეტყობინებას გიგზავნი.","Texting a friend.","The prefix გ- (g-) on the verb indicates the action is directed at 'You'."
"dit_002","action_ditransitive_present","You are sending me a message.","შენ მე შეტყობინებას მიგზავნი.","Replying.","The prefix მ- (m-) indicates the action is directed at 'Me'."
"dit_003","action_ditransitive_present","I am sending him a message.","მე მას შეტყობინებას ვუგზავნი.","Contacting a third person.","The prefix ვუ- (v-u-) marks 'I' doing it to 'Him/Her'. The u- is the 3rd person recipient marker."
"dit_004","action_ditransitive_present","He is sending me a message.","ის მე შეტყობინებას მიგზავნი.","Receiving a text.","The subject is 'He' (Is), but the prefix მ- (m-) shows it is coming to 'Me'."
"dit_005","action_ditransitive_present","He is sending her a message.","ის მას შეტყობინებას უგზავნის.","Gossip.","The prefix უ- (u-) shows the action is for a 3rd person (Him/Her)."
"dit_006","action_ditransitive_present","I am sending a letter to a friend.","მე წერილს მეგობარს ვუგზავნი.","Snail mail.","The recipient (friend) takes the Dative case marker -ს (megobar-s)."
"dit_007","action_ditransitive_present","He sends money to the mother.","ის ფულს დედას უგზავნის.","Family support.","Both the object (money) and recipient (mother) are in the Dative case here, but context clears it up."
"dit_008","action_ditransitive_present","We send gifts to the children.","ჩვენ საჩუქრებს ბავშვებს ვუგზავნით.","Holidays.","Plural recipient: Bavshveb-s (Children-Dative)."
"dit_009","action_ditransitive_present","Are you sending this to the director?","ამას დირექტორს უგზავნი?","Work question.","Recipient is 'director', so add -ს (direktor-s)."
"dit_010","action_ditransitive_present","I am writing you a letter.","მე შენ წერილს გწერ.","Correspondence.","'Writing' works just like sending. გ- marks 'to you'."
"dit_011","action_ditransitive_present","You are writing me a letter.","შენ მე წერილს მწერ.","Correspondence.","მ- marks 'to me'."
"dit_012","action_ditransitive_present","He writes a comment to the author.","ის ავტორს კომენტარს უწერს.","Social media.","The u- prefix (უწერს) indicates writing *to* a 3rd person."
"dit_013","action_ditransitive_present","I am writing to a friend.","მე მეგობარს ვწერ.","Updating status.","Even without a direct object (letter), the recipient still gets the -ს case ending."
"dit_014","action_ditransitive_present","I give you money.","მე შენ ფულს გაძლევ.","Payment.","Giving is the classic ditransitive. გ- marks 'to you'."
"dit_015","action_ditransitive_present","You give me money.","შენ მე ფულს მაძლევ.","Payment.","მ- marks 'to me'."
"dit_016","action_ditransitive_present","He gives money to the driver.","ის ფულს მძღოლს აძლევს.","Paying fare.","Recipient 'driver' gets the -ს suffix (mdzghol-s)."
"dit_017","action_ditransitive_present","She gives water to the dog.","ის ძაღლს წყალს აძლევს.","Pet care.","Recipient 'dog' gets the -ს suffix (dzaghl-s)."
"dit_018","action_ditransitive_present","I am telling you the truth.","მე შენ სიმართლეს გეუბნები.","Confession.","'Say/Tell' is irregular but very common. გ- marks 'telling you'."
"dit_019","action_ditransitive_present","You are telling me a lie.","შენ მე ტყუილს მეუბნები.","Accusation.","მ- marks 'telling me'."
"dit_020","action_ditransitive_present","He tells the child a story.","ის ბავშვს ამბავს ეუბნება.","Bedtime.","3rd person recipient uses the ე- prefix (eubneba) for this specific verb."
"dit_021","action_ditransitive_present","What are you telling me?","რას მეუბნები?","Surprise.","Common reaction phrase. 'What are you telling me?'."
"dit_022","action_ditransitive_present","He shows me the house.","ის მე სახლს მიჩვენებს.","Touring.","'Show' (chveneba) uses the standard m/g/u markers. მი- = to me."
"dit_023","action_ditransitive_present","I show you the way.","მე შენ გზას გიჩვენებ.","Guiding.","გი- = to you."
"dit_024","action_ditransitive_present","She shows the photo to the guest.","ის სტუმარს ფოტოს უჩვენებს.","Sharing memories.","Recipient 'guest' (stumari) becomes 'stumar-s'. Verb uses u- for 3rd person."
"dit_025","action_ditransitive_present","I don't give you anything.","მე შენ არაფერს არ გაძლევ.","Refusal.","Negative sandwich: არ + verb."
"dit_026","action_ditransitive_present","He doesn't tell me anything.","ის მე არაფერს არ მეუბნება.","Complaint.","Double negative: 'Nothing (araplers) not he-tells-me'."
"dit_027","action_ditransitive_present","Who are you sending this to?","ამას ვის უგზავნი?","Checking recipient.","Question word 'Who' must be in the recipient case: ვის (Vis)."
"dit_028","action_ditransitive_present","Who are you writing to?","ვის წერ?","Checking recipient.","Use ვის (Vis) for 'To whom'."
"pb_001","polypersonal_benefactive_present","I do it for you.","მე შენთვის გიკეთებ.","Helping a friend.","In this frame, the verb changes to show who benefits; here it’s “for you”."
"pb_002","polypersonal_benefactive_present","You do it for me.","შენ ჩემთვის მიკეთებ.","Asking for help.","The verb form changes to include “me” as the beneficiary: …მიკეთებ."
"pb_003","polypersonal_benefactive_present","He does it for me.","ის ჩემთვის მიკეთებს.","Talking about someone.","The beneficiary stays the same; only the 3rd-person ending changes: …მიკეთებს."
"pb_004","polypersonal_benefactive_present","I make you coffee.","მე შენ ყავას გიკეთებ.","Hosting.","To say you do/make something for someone, put the person and use the matching verb form."
"pb_005","polypersonal_benefactive_present","He makes you coffee.","ის შენ ყავას გიკეთებს.","Explaining what someone is doing.","Keep the same “for you” verb form; change only the subject ending: …გიკეთებს."
"pb_006","polypersonal_benefactive_present","We make you coffee.","ჩვენ შენ ყავას გიკეთებთ.","Group hosting.","Use the plural subject ending -თ for “we”: …გიკეთებთ."
"pb_007","polypersonal_benefactive_present","You guys make him coffee.","თქვენ მას ყავას უკეთებთ.","Polite group help.","For “for him/her”, use the form with უ-: …უკეთებთ."
"pb_008","polypersonal_benefactive_present","They make you coffee.","ისინი შენ ყავას გიკეთებენ.","Friends helping.","Plural subject often ends in -ენ: …გიკეთებენ."
"pb_009","polypersonal_benefactive_present","You make me coffee.","შენ მე ყავას მიკეთებ.","Morning routine.","To mark “for me”, use the verb form with mi-: …მიკეთებ."
"pb_010","polypersonal_benefactive_present","He makes me coffee.","ის მე ყავას მიკეთებს.","Someone is being kind.","Same beneficiary; 3rd person ends in -ს: …მიკეთებს."
"pb_011","polypersonal_benefactive_present","We make me coffee.","ჩვენ მე ყავას მიკეთებთ.","Asking friends to do it.","Use the “for me” form with a plural subject ending -თ: …მიკეთებთ."
"pb_012","polypersonal_benefactive_present","You guys make me coffee.","თქვენ მე ყავას მიკეთებთ.","Polite request.","Plural “you” also ends in -თ; the pronoun clarifies who the subject is."
"pb_013","polypersonal_benefactive_present","They make me coffee.","ისინი მე ყავას მიკეთებენ.","Talking about others.","Keep the beneficiary “me”; change only the subject ending: …მიკეთებენ."
"pb_014","polypersonal_benefactive_present","I write you a message.","მე შენ შეტყობინებას გიწერ.","Quick update.","Verbs can encode the receiver/beneficiary; here the form means “I write to you”."
"pb_015","polypersonal_benefactive_present","He writes me a message.","ის მე შეტყობინებას მიწერს.","Getting a text.","The verb form can include “to me”: მიწერს = “writes to me”."
"pb_016","polypersonal_benefactive_present","We write you an email.","ჩვენ შენ იმეილს გწერთ.","Work update.","For “we write to you”, use the plural ending -თ: გწერთ."
"pb_017","polypersonal_benefactive_present","They write me a letter.","ისინი მე წერილს მიწერენ.","Mail talk.","The “to me” form stays; the plural subject ending changes: მიწერენ."
