word_key,key,img_key,EnglishWord,PartOfSpeech,GeorgianWord,hint,priority,group,ExampleEnglish1,ExampleGeorgian1,tips
below,below,below,below,preposition,ქვემოთ,preposition,1,general,The car is below the bridge,მანქანა ხიდის ქვემოთ არის,Root: ქვე (under).
new,new,new,new,adjective,ახალი,adjective,1,general,I have a new book,მე ახალი წიგნი მაქვს,"Also means ""young"" or ""fresh""."
when,when,when,when,adverb,როდის,adverb,1,general,When are you coming?,როდის მოდიხარ?,
gray,gray,gray,gray,adjective,ნაცრისფერი,color,1,general,a gray sky,ნაცრისფერი ცა,"Literally ""ash-colored"" (ნაცარი + ფერი)."
zero,zero,zero,0,noun,ნული,numbers,1,general,zero degrees,ნული გრადუსი,
week,week,week,week,noun,კვირა,time,1,general,I was busy last week,გასულ კვირას დაკავებული ვიყავი,"Also means ""Sunday""."
i_can_pay_with_cash,i_can_pay_with_cash,i_can_pay_with_cash,I can pay with cash,phrase,ნაღდი ფულით გადავიხდი,phrase,2,phrases,"Okay, no problem.","კარგი, არაა პრობლემა.",ნაღდი = cash.
try,try_inf,try,trying,verb-inf,ცდა,verb,2,verbs,Trying is not easy,ცდა ადვილი არ არის,
try,try_p1s,try,I try,verb-p1s,მე ვცდილობ,verb,2,verbs,I try to understand,მე ვცდილობ გავიგო,
try,try_p2s,try,You try,verb-p2s,შენ ცდილობ,verb,2,verbs,You should try,შენ უნდა სცადო,
try,try_p3s,try,He/She/It tries,verb-p3s,ის ცდილობს,verb,2,verbs,She tries her best,ის მაქსიმალურად ცდილობს,
try,try_p1p,try,We try,verb-p1p,ჩვენ ვცდილობთ,verb,2,verbs,We try to learn,ჩვენ ვცდილობთ ვისწავლოთ,
try,try_p2p,try,You (pl) try,verb-p2p,თქვენ ცდილობთ,verb,2,verbs,You try hard,თქვენ ძალიან ცდილობთ,
try,try_p3p,try,They try,verb-p3p,ისინი ცდილობენ,verb,2,verbs,They try to win,ისინი მოგებას ცდილობენ,
seventy_two,seventy_two,seventy_two,72,noun,სამოცდათორმეტი,numbers,1,general,Seventy-two students are here,სამოცდათორმეტი სტუდენტი აქ არის,
evening_time,evening_time,evening_time,evening,noun,საღამო,time,1,general,we will meet in the evening,ჩვენ საღამოს შევხვდებით,
eighty_one,eighty_one,eighty_one,81,noun,ოთხმოცდაერთი,numbers,1,general,eighty-one percent,ოთხმოცდაერთი პროცენტი,Four-twenty (80) and one (1).
wednesday,wednesday,wednesday,Wednesday,noun,ოთხშაბათი,days_of_week,1,general,I work on Wednesday,ოთხშაბათს ვმუშაობ,Literally: Fourth (ოთხ) Saturday (შაბათი).
twenty_two,twenty_two,twenty_two,22,noun,ოცდაორი,numbers,1,general,twenty-two kilometers,ოცდაორი კილომეტრი,
mother,mother,mother,mother,noun,დედა,people,1,general,my mother is at home,ჩემი დედა სახლშია,"Warning: ""Mama"" means Father. ""Deda"" means Mother."
cheese,cheese,cheese,cheese,noun,ყველი,food,1,general,I like Imeretian cheese,მე იმერული ყველი მომწონს,
really_truly_indeed,really_truly_indeed,really_truly_indeed,really / truly / indeed,adverb,ნამდვილად,adverb,2,phrases,Is it really true?,ეს ნამდვილად მართალია?,
give,give_inf,give,to give,verb-inf,მიცემა,verb,2,verbs,Giving advice is easy,რჩევის მიცემა ადვილია,
give,give_p1s,give,I give,verb-p1s,მე ვაძლევ,verb,2,verbs,I give you my word,მე გაძლევ სიტყვას,
give,give_p2s,give,You give,verb-p2s,შენ აძლევ,verb,2,verbs,You give me hope,შენ მაძლევ იმედს,
give,give_p3s,give,He/She/It gives,verb-p3s,ის აძლევს,verb,2,verbs,He gives a lesson,ის ატარებს გაკვეთილს,
give,give_p1p,give,We give,verb-p1p,ჩვენ ვაძლევთ,verb,2,verbs,We give presents,ჩვენ ვაძლევთ საჩუქრებს,
give,give_p2p,give,You (pl) give,verb-p2p,თქვენ აძლევთ,verb,2,verbs,You give good advice,თქვენ კარგ რჩევას იძლევით,
give,give_p3p,give,They give,verb-p3p,ისინი აძლევენ,verb,2,verbs,They give food,ისინი საჭმელს იძლევიან,
two,two,two,2,noun,ორი,numbers,1,general,I have two hands,მე ორი ხელი მაქვს,
hot,hot,hot,hot,adjective,ცხელი,adjective,1,general,The soup is hot,სუპი ცხელია,
train_ticket,train_ticket,train_ticket,train ticket,noun,ბილეთი,transportation,1,general,I bought a train ticket,მე მატარებლის ბილეთი ვიყიდე,
cow,cow,cow,cow,noun,ძროხა,animal,1,general,The cow is brown,ძროხა ყავისფერია,
never,never,never,never,adverb,არასოდეს,adverb,1,general,never say never,არასოდეს თქვა არასოდეს,Compound: No (არა) + When (სად) + -ever (-ეს).
street,street,street,street/road,noun,ქუჩა,location,1,general,on this street,ამ ქუჩაზე,
outside,outside,outside,outside,preposition,გარეთ,preposition,1,general,I am outside,გარეთ ვარ,
pass_me,pass_me,pass_me,Pass me...,phrase,მომაწოდე,phrase,2,phrases,"Pass me the salt, please.","მარილი მომაწოდე, გთხოვ.",
meet,meet_inf,meet,to meet,verb-inf,შეხვედრა,verb,2,verbs,to meet a friend,მეგობართან შეხვედრა,
meet,meet_p1s,meet,I meet,verb-p1s,მე ვხვდები,verb,2,verbs,I meet my friend,მე ვხვდები ჩემს მეგობარს,
meet,meet_p2s,meet,You meet,verb-p2s,შენ ხვდები,verb,2,verbs,When do you meet?,როდის ხვდები?,
meet,meet_p3s,meet,He/She/It meets,verb-p3s,ის ხვდება,verb,2,verbs,She meets him at work,ის მას სამსახურში ხვდება,
meet,meet_p1p,meet,We meet,verb-p1p,ჩვენ ვხვდებით,verb,2,verbs,We meet every week,ჩვენ ყოველ კვირას ვხვდებით,
meet,meet_p2p,meet,You (pl) meet,verb-p2p,თქვენ ხვდებით,verb,2,verbs,Where do you meet?,სად ხვდებით?,
meet,meet_p3p,meet,They meet,verb-p3p,ისინი ხვდებიან,verb,2,verbs,They meet secretly,ისინი საიდუმლოდ ხვდებიან,
seven,seven,seven,7,noun,შვიდი,numbers,1,general,I have seven brothers,მე შვიდი ძმა მყავს,
month,month,month,month,noun,თვე,time,1,general,This month is busy,ამ თვეში ბევრი საქმეა,"Also means ""moon""."
cold,cold,cold,cold,adjective,ცივი,adjective,1,general,The beer is cold,ლუდი ცივია,
four,four,four,4,noun,ოთხი,numbers,1,general,There are four chairs,ოთხი სკამია,
fish,fish,fish,fish,noun,თევზი,animal,1,general,I eat fish often,ხშირად ვჭამ თევზს,
minute,minute,minute,minute,noun,წუთი,time,1,general,Wait one minute,ერთი წუთი მოითმინე,
nine,nine,nine,9,noun,ცხრა,numbers,1,general,It’s nine o’clock,ცხრა საათია,
again_still,again_still,again_still,again / still,adverb,ისევ,adverb,2,phrases,Let's try again.,ისევ ვცადოთ.,
pay,pay_inf,pay,to pay,verb-inf,გადახდა,verb,2,verbs,to pay the bill,ანგარიშის გადახდა,
pay,pay_p1s,pay,I pay,verb-p1s,მე ვიხდი,verb,2,verbs,I pay for everything,მე ვიხდი ყველაფერში,
pay,pay_p2s,pay,You pay,verb-p2s,შენ იხდი,verb,2,verbs,You pay today,დღეს შენ იხდი,
pay,pay_p3s,pay,He/She/It pays,verb-p3s,ის იხდის,verb,2,verbs,He pays with cash,ის ნაღდი ფულით იხდის,
pay,pay_p1p,pay,We pay,verb-p1p,ჩვენ ვიხდით,verb,2,verbs,We pay together,ჩვენ ერთად ვიხდით,
pay,pay_p2p,pay,You (pl) pay,verb-p2p,თქვენ იხდით,verb,2,verbs,How do you pay?,როგორ იხდით?,
pay,pay_p3p,pay,They pay,verb-p3p,ისინი იხდიან,verb,2,verbs,They pay the rent,ისინი ქირას იხდიან,
between,between,between,between,preposition,შორის,preposition,1,general,The shop is between two houses,მაღაზია ორ სახლს შორისაა,Postposition used with the dative case (სახლს შორის).
thirty_two,thirty_two,thirty_two,32,noun,ოცდათორმეტი,numbers,1,general,He has thirty-two teeth,მას ოცდათორმეტი კბილი აქვს,
many_a_lot,many_a_lot,many_a_lot,many / a lot,adjective,ბევრი,quantity,1,general,We have a lot of work,ჩვენ ბევრ საქმე გვაქვს,
fourteen,fourteen,fourteen,14,noun,თოთხმეტი,numbers,1,general,She is fourteen years old,ის თოთხმეტი წლისაა,Construction: Ten (თ) + four (ოთხ) + more (მეტი).
sixty_one,sixty_one,sixty_one,61,noun,სამოცდაერთი,numbers,1,general,Sixty-one people are here,სამოცდაერთი ადამიანი აქ არის,Sixty (სამოცი) + one (ერთი).
train,train,train,train,noun,მატარებელი,transportation,1,general,The train is late,მატარებელი აგვიანებს,"Literally ""carrier"" (one that carries)."
white_wine,white_wine,white_wine,white wine,noun,თეთრი ღვინო,beverages,1,general,I drink white wine,თეთრი ღვინო ვსვი,
waiter_synonym,waiter_synonym,waiter_synonym,waiter (service person),noun,მომსახურე,job,2,phrases,Call the waiter,მომსახურეს დაუძახე,Root is სამსახური (job/service).
open,open_inf,open,opening,verb-inf,გახსნა,verb,2,verbs,Opening the door is hard,კარის გახსნა ძნელია,
open,open_p1s,open,I open,verb-p1s,მე ვაღებ,verb,2,verbs,I open the window,მე ფანჯარას ვაღებ,
open,open_p2s,open,You open,verb-p2s,შენ აღებ,verb,2,verbs,You open the book,შენ წიგნს აღებ,
open,open_p3s,open,He/She/It opens,verb-p3s,ის აღებს,verb,2,verbs,He opens the box,ის ყუთს აღებს,
open,open_p1p,open,We open,verb-p1p,ჩვენ ვაღებთ,verb,2,verbs,We open at nine,ჩვენ ცხრაზე ვიღებთ,
open,open_p2p,open,You (pl) open,verb-p2p,თქვენ აღებთ,verb,2,verbs,When do you open?,როდის იღებთ?,
open,open_p3p,open,They open,verb-p3p,ისინი აღებენ,verb,2,verbs,They open the gate,ისინი ჭიშკარს აღებენ,
small,small,small,small/little,adjective,პატარა,adjective,1,general,The child is small,ბავშვი პატარაა,
bird,bird,bird,bird,noun,ჩიტი,animal,1,general,The bird is singing,ჩიტი მღერის,
eighteen,eighteen,eighteen,18,noun,თვრამეტი,numbers,1,general,She is eighteen years old,ის თვრამეტი წლისაა,Construction: Ten (თ) + eight (რვა) + more (მეტი).
night_time,night_time,night_time,night,noun,ღამე,time,1,general,It’s quiet at night,ღამით მშვიდობაა,
car,car,car,car,noun,მანქანა,transportation,1,general,He drives a car,ის მანქანას მართავს,"Also means ""machine""."
cup,cup,cup,cup,noun,ჭიქა,food,1,general,The cup is full,ჭიქა სავსეა,"Also ""glass"" (drinking vessel)."
bon_appetit,bon_appetit,bon_appetit,Bon appétit!,phrase,გემრიელად მიირთვით!,restaurant,2,phrases,Bon appétit! — Thank you!,გემრიელად მიირთვით! — მადლობა!,"Literally ""Serve yourself deliciously""."
saturday,saturday,saturday,Saturday,noun,შაბათი,days_of_week,1,general,We’ll meet on Saturday,შაბათს შევხვდებით,Derived from Sabbath.
close,close_inf,close,to close,verb-inf,დაკეტვა,verb,2,verbs,to close the window,ფანჯრის დაკეტვა,
close,close_p1s,close,I close,verb-p1s,მე ვკეტავ,verb,2,verbs,I close the door,მე კარს ვკეტავ,
close,close_p2s,close,You close,verb-p2s,შენ კეტავ,verb,2,verbs,You close the book,შენ წიგნს კეტავ,
close,close_p3s,close,He/She/It closes,verb-p3s,ის კეტავს,verb,2,verbs,He closes the shop,ის მაღაზიას კეტავს,
close,close_p1p,close,We close,verb-p1p,ჩვენ ვკეტავთ,verb,2,verbs,We close at five,ჩვენ ხუთზე ვიკეტებით,
close,close_p2p,close,You (pl) close,verb-p2p,თქვენ კეტავთ,verb,2,verbs,Why are you closing?,რატომ იკეტებით?,
close,close_p3p,close,They close,verb-p3p,ისინი კეტავენ,verb,2,verbs,They close the gate,ისინი ჭიშკარს კეტავენ,
tire,tire,tire,tire,noun,საბურავი,transportation,1,general,The tire is flat,საბურავი დაშვებულია,Root: ბურვა (covering/wrapping).
butter,butter,butter,butter,noun,კარაქი,food,1,general,I eat bread with butter,პურს კარაქით ვჭამ,
badly,badly,badly,badly,adverb,ცუდად,adverb,1,general,I feel bad,ცუდად ვარ,Derived from the adjective ცუდი (bad).
nothing,nothing,nothing,nothing,pronoun,არაფერი,pronoun,1,general,There is nothing here,აქ არაფერი არის,"Literally ""not any color/thing"" (არა + ფერი)."
mine,mine,mine,mine,pronoun,ჩემი,pronoun,1,general,This is mine.,ეს ჩემია.,Possessive of მე (I).
what,what,what,what,pronoun,რა,pronoun,1,general,What is this?,ეს რა არის?,
what_would_you_like,what_would_you_like,what_would_you_like,What would you like?,phrase,რა გნებავთ?,restaurant,2,phrases,"Water, please.","წყალი, თუ შეიძლება.","გნებავთ is a very polite verb for ""want""."
apartment,apartment,apartment,apartment,noun,ბინა,location,1,general,a new apartment,ახალი ბინა,
write,write_inf,write,to write,verb-inf,წერა,verb,2,verbs,Writing letters is difficult,წერილების წერა რთულია,
write,write_p1s,write,I write,verb-p1s,მე ვწერ,verb,2,verbs,I write a book,მე ვწერ წიგნს,
write,write_p2s,write,You write,verb-p2s,შენ წერ,verb,2,verbs,What are you writing?,რას წერ?,
write,write_p3s,write,He/She/It writes,verb-p3s,ის წერს,verb,2,verbs,She writes beautifully,ის ლამაზად წერს,
write,write_p1p,write,We write,verb-p1p,ჩვენ ვწერთ,verb,2,verbs,We write to each other,ჩვენ ერთმანეთს ვწერთ,
write,write_p2p,write,You (pl) write,verb-p2p,თქვენ წერთ,verb,2,verbs,You write a letter,თქვენ წერილს წერთ,
write,write_p3p,write,They write,verb-p3p,ისინი წერენ,verb,2,verbs,They write articles,ისინი სტატიებს წერენ,
orange,orange,orange,orange,adjective,ნარინჯისფერი,color,1,general,orange color,ნარინჯისფერი,"Literally ""color of the bitter orange"" (ნარინჯი + ფერი)."
often,often,often,often,adverb,ხშირად,adverb,1,general,I often read at night,ღამით ხშირად ვკითხულობ,
those,those,those,those,pronoun,ისენი,pronoun,1,general,Those are my books,ისენი ჩემი წიგნებია,Plural of ის (that).
baby,baby,baby,baby,noun,ჩვილი,people,1,general,a newborn baby,ახალშობილი ჩვილი,
engine,engine,engine,engine,noun,ძრავა,transportation,1,general,The engine is new,ძრავა ახალია,Root is ძვრა (movement).
coffee,coffee,coffee,coffee,noun,ყავა,beverages,1,general,I drink coffee every morning,ყავას ყოველ დილით ვსვამ,
here_you_are,here_you_are,here_you_are,Here you are!,phrase,ინებეთ!,phrase,2,phrases,Here you are — thanks!,ინებეთ — გმადლობთ!,Extremely polite. Used when handing something to someone.
five,five,five,5,noun,ხუთი,numbers,1,general,Five people are waiting,ხუთი ადამიანი ელოდება,
call,call_inf,call,to call,verb-inf,დარეკვა,verb,2,verbs,Calling the doctor is important,ექიმთან დარეკვა მნიშვნელოვანია,Specifically for phone calls or doorbells (ringing).
call,call_p1s,call,I call,verb-p1s,მე ვრეკავ,verb,2,verbs,I call you,მე შენ გირეკავ,
call,call_p2s,call,You call,verb-p2s,შენ რეკავ,verb,2,verbs,You call me,შენ მე მირეკავ,
call,call_p3s,call,He/She/It calls,verb-p3s,ის რეკავს,verb,2,verbs,He calls every day,ის ყოველდღე რეკავს,
call,call_p1p,call,We call,verb-p1p,ჩვენ ვრეკავთ,verb,2,verbs,We call our parents,ჩვენ მშობლებს ვურეკავთ,
call,call_p2p,call,You (pl) call,verb-p2p,თქვენ რეკავთ,verb,2,verbs,Why are you calling?,რატომ რეკავთ?,
call,call_p3p,call,They call,verb-p3p,ისინი რეკავენ,verb,2,verbs,They call in the morning,ისინი დილით რეკავენ,
eleven,eleven,eleven,11,noun,თერთმეტი,numbers,1,general,Eleven people are waiting,თერთმეტი ადამიანი ელოდება,Construction: Ten (თ) + one (ერთ) + more (მეტი).
fifty_two,fifty_two,fifty_two,52,noun,ორმოცდათორმეტი,numbers,1,general,The letter has fifty-two pages,წერილს ორმოცდათორმეტი გვერდი აქვს,Fifty (ორმოცდაათი) + two (ორი).
lunch,lunch,lunch,lunch,noun,სადილი,food,1,general,We’re having lunch now,ახლა სადილს ვჭამთ,"Also means ""dinner"" in some contexts (main meal of the day)."
seventeen,seventeen,seventeen,17,noun,ჩვიდმეტი,numbers,1,general,Seventeen guests arrived,ჩვიდმეტი სტუმარი მოვიდა,Construction: Ten (ჩ < ათ) + seven (შვიდ) + more (მეტი).
good,good,good,good,adjective,კარგი,adjective,1,general,That’s a good idea,კარგი აზრია,
boat,boat,boat,boat,noun,ნავი,transportation,1,general,The boat is on the river,ნავი მდინარეზეა,
after_you_polite,after_you_polite,after_you_polite,You go first / After you (polite),phrase,მობრძანდით!,phrase,2,phrases,Thank you.,გმადლობთ.,Uses the polite root ბრძანება (to command/deign).
food,food,food,food,noun,საჭმელი,category,1,general,delicious food,გემრიელი საჭმელი,"Derived from ჭამა (to eat). Literally ""thing for eating""."
cook,cook_inf,cook,cooking,verb-inf,მომზადება,verb,2,verbs,Cooking dinner takes time,ვახშმის მომზადება დროს მოითხოვს,"Means ""to prepare"" in general, not just food."
cook,cook_p1s,cook,I cook,verb-p1s,მე ვამზადებ,verb,2,verbs,I cook breakfast,მე ვამზადებ საუზმეს,
cook,cook_p2s,cook,You cook,verb-p2s,შენ ამზადებ,verb,2,verbs,You cook well,შენ კარგად ამზადებ,
cook,cook_p3s,cook,He/She/It cooks,verb-p3s,ის ამზადებს,verb,2,verbs,He cooks for his family,ის ოჯახისთვის ამზადებს,
cook,cook_p1p,cook,We cook,verb-p1p,ჩვენ ვამზადებთ,verb,2,verbs,We cook together,ჩვენ ერთად ვამზადებთ,
cook,cook_p2p,cook,You (pl) cook,verb-p2p,თქვენ ამზადებთ,verb,2,verbs,What are you cooking?,რას ამზადებთ?,
cook,cook_p3p,cook,They cook,verb-p3p,ისინი ამზადებენ,verb,2,verbs,They cook Georgian food,ისინი ქართულ საჭმელს ამზადებენ,
who,who,who,who,pronoun,ვინ,pronoun,1,general,Who is it?,ვინ არის?,
spoon,spoon,spoon,spoon,noun,კოვზი,food,1,general,a silver spoon,ვერცხლის კოვზი,
yesterday,yesterday,yesterday,yesterday,adverb,გუშინ,time,1,general,I was tired yesterday,გუშინ დაღლილი ვიყავი,
mushroom,mushroom,mushroom,mushroom,noun,სოკო,food,1,general,We picked mushrooms,სოკოები დავკრიფეთ,
friday,friday,friday,Friday,noun,პარასკევი,days_of_week,1,general,The meeting is on Friday,შეხვედრა პარასკევს არის,Derived from Greek (Paraskevi).
how_long,how_long,how_long,how long,phrase,რამდენი ხანი,question_word,1,general,How long will it take?,რამდენი ხანი დასჭირდება?,"Literally ""How much duration/time""."
for_preposition,for_preposition,for_preposition,for,preposition,თვის,preposition,2,phrases,This gift is for you,ეს საჩუქარი შენთვისაა,Suffix -თვის attached to the genitive case (შენ + თვის).
sometimes,sometimes,sometimes,sometimes,adverb,ზოგჯერ,adverb,1,general,Sometimes I drink tea,ზოგჯერ ჩაის ვსვამ,
win,win_inf,win,to win,verb-inf,მოგება,verb,2,verbs,Winning the game is important,თამაშის მოგება მნიშვნელოვანია,
win,win_p1s,win,I win,verb-p1s,მე ვიგებ,verb,2,verbs,I always win,მე ყოველთვის ვიგებ,
win,win_p2s,win,You win,verb-p2s,შენ იგებ,verb,2,verbs,This time you win,ამჯერად შენ იგებ,
win,win_p3s,win,He/She/It wins,verb-p3s,ის იგებს,verb,2,verbs,He often wins,ის ხშირად იგებს,
win,win_p1p,win,We win,verb-p1p,ჩვენ ვიგებთ,verb,2,verbs,We win together,ჩვენ ერთად ვიგებთ,
win,win_p2p,win,You (pl) win,verb-p2p,თქვენ იგებთ,verb,2,verbs,If you win...,თუ თქვენ იგებთ...,
win,win_p3p,win,They win,verb-p3p,ისინი იგებენ,verb,2,verbs,They always win,ისინი ყოველთვის იგებენ,
pig,pig,pig,pig,noun,ღორი,animal,1,general,The pig is sleeping,ღორი სძინავს,
in_front_of,in_front_of,in_front_of,in front of,preposition,წინ,preposition,1,general,The bus is in front of the school,ავტობუსი სკოლის წინ არის,"Postposition used with the genitive case. Also means ""ago"" (time) or ""forward""."
thirty_one,thirty_one,thirty_one,31,noun,ოცდათერთმეტი,numbers,1,general,The month has thirty-one days,თვეს ოცდათერთმეტი დღე აქვს,Twenty (ოც) and eleven (თერთმეტი).
thursday,thursday,thursday,Thursday,noun,ხუთშაბათი,days_of_week,1,general,We’ll meet on Thursday,ხუთშაბათს შევხვდებით,Literally: Fifth (ხუთ) Saturday (შაბათი).
ship,ship,ship,ship,noun,გემი,transportation,1,general,The ship is in the port,გემი პორტშია,
city,city,city,city,noun,ქალაქი,location,1,general,Tbilisi is a big city,თბილისი დიდი ქალაქია,
come_in_polite,come_in_polite,come_in_polite,Come in (polite),phrase,მობრძანდით!,phrase,2,phrases,— Come in! — Thank you.,— მობრძანდით! — გმადლობთ.,Polite invitation. Root: ბრძანება.
wing,wing,wing,wing,noun,ფრთა,animal,1,general,The bird spread its wings,ჩიტმა ფრთები გაშალა,
lose,lose_inf,lose,to lose,verb-inf,წაგება,verb,2,verbs,Losing the game is painful,თამაშის წაგება მტკივნეულია,Opposite of მოგება (to win). Prefix წა- often indicates leaving/losing.
lose,lose_p1s,lose,I lose,verb-p1s,მე ვაგებ,verb,2,verbs,I never lose,მე არასოდეს ვაგებ,
lose,lose_p2s,lose,You lose,verb-p2s,შენ აგებ,verb,2,verbs,This time you lose,ამჯერად შენ აგებ,
lose,lose_p3s,lose,He/She/It loses,verb-p3s,ის აგებს,verb,2,verbs,He always loses,ის ყოველთვის აგებს,
lose,lose_p1p,lose,We lose,verb-p1p,ჩვენ ვაგებთ,verb,2,verbs,We lose together,ჩვენ ერთად ვაგებთ,
lose,lose_p2p,lose,You (pl) lose,verb-p2p,თქვენ აგებთ,verb,2,verbs,If you lose...,თუ თქვენ აგებთ...,
lose,lose_p3p,lose,They lose,verb-p3p,ისინი აგებენ,verb,2,verbs,They never lose,ისინი არასოდეს აგებენ,
mouse,mouse,mouse,mouse,noun,თაგვი,animal,1,general,The mouse ran away,თაგვი გაიქცა,
everybody,everybody,everybody,everybody,pronoun,ყველა,pronoun,1,general,Everybody is here,ყველა აქაა,
six,six,six,6,noun,ექვსი,numbers,1,general,She called me six times,მან ექვსჯერ დამირეკა,
seventy_one,seventy_one,seventy_one,71,noun,სამოცდათერთმეტი,numbers,1,general,Seventy-one houses are in the village,სოფელში სამოცდათერთმეტი სახლი არის,Sixty (სამოცი) + eleven (თერთმეტი).
young,young,young,young,adjective,ახალგაზრდა,adjective,1,general,But you’re too young!,მაგრამ ძალიან ახალგაზრდა ხარ!,Compound: ახალი (new) + გაზრდა (growth/raising).
plate,plate,plate,plate,noun,თეფში,food,1,general,The plate is on the table,თეფში მაგიდაზეა,
help_yourself,help_yourself,help_yourself,Help yourself!,phrase,მიირთვით!,phrase,2,phrases,— Help yourself! — Thanks!,— მიირთვით! — გმადლობთ.,Polite imperative used when offering food.
truck,truck,truck,truck,noun,სატვირთო მანქანა,transportation,1,general,The truck is on the road,სატვირთო გზაზეა,Literal: Freight (ტვირთი) car (მანქანა).
teach,teach_inf,teach,to teach,verb-inf,სწავლება,verb,2,verbs,Teaching children is difficult,ბავშვების სწავლება რთულია,"Causative form of learn (სწავლა) — ""to make learn""."
teach,teach_p1s,teach,I teach,verb-p1s,მე ვასწავლი,verb,2,verbs,I teach English,მე ვასწავლი ინგლისურს,
teach,teach_p2s,teach,You teach,verb-p2s,შენ ასწავლი,verb,2,verbs,What do you teach?,რას ასწავლი?,
teach,teach_p3s,teach,He/She/It teaches,verb-p3s,ის ასწავლის,verb,2,verbs,She teaches math,ის მათემატიკას ასწავლის,
teach,teach_p1p,teach,We teach,verb-p1p,ჩვენ ვასწავლით,verb,2,verbs,We teach together,ჩვენ ერთად ვასწავლით,
teach,teach_p2p,teach,You (pl) teach,verb-p2p,თქვენ ასწავლით,verb,2,verbs,You teach well,თქვენ კარგად ასწავლით,
teach,teach_p3p,teach,They teach,verb-p3p,ისინი ასწავლიან,verb,2,verbs,They teach children,ისინი ბავშვებს ასწავლიან,
one,one,one,1,noun,ერთი,numbers,1,general,Give me one apple,ერთი ვაშლი მომეცი,
behind,behind,behind,behind,preposition,უკან,preposition,1,general,The cat is behind the chair,კატა სკამის უკანაა,Root: უკუ (back/reverse).
fork,fork,fork,fork,noun,ჩანგალი,food,1,general,Where is the fork?,ჩანგალი სადაა?,
twenty_one,twenty_one,twenty_one,21,noun,ოცდაერთი,numbers,1,general,She has twenty-one books,მას ოცდაერთი წიგნი აქვს,Twenty (ოც) and (და) one (ერთი).
dog,dog,dog,dog,noun,ძაღლი,animal,1,general,The dog is barking,ძაღლი ყეფს,
hotel,hotel,hotel,hotel,noun,სასტუმრო,location,1,general,We stayed at a hotel,ჩვენ სასტუმროში დავრჩით,Place (სა-) for a guest (სტუმარი).
have_a_seat_polite,have_a_seat_polite,have_a_seat_polite,Have a seat (polite),phrase,დაბრძანდით!,phrase,2,phrases,Thank you.,გმადლობთ.,"Polite. Literally ""deign to sit down""."
watch,watch_inf,watch,to watch,verb-inf,ყურება,verb,2,verbs,Watching TV is boring,ტელევიზორის ყურება მოსაწყენია,"Root is ყური (ear). Literally ""to ear"" (implies paying attention, similar to hearing, but shifted to watching)."
watch,watch_p1s,watch,I watch,verb-p1s,მე ვუყურებ,verb,2,verbs,I watch TV,მე ვუყურებ ტელევიზორს,
watch,watch_p2s,watch,You watch,verb-p2s,შენ უყურებ,verb,2,verbs,What are you watching?,რას უყურებ?,
watch,watch_p3s,watch,He/She/It watches,verb-p3s,ის უყურებს,verb,2,verbs,He watches football,ის ფეხბურთს უყურებს,
watch,watch_p1p,watch,We watch,verb-p1p,ჩვენ ვუყურებთ,verb,2,verbs,We watch together,ჩვენ ერთად ვუყურებთ,
watch,watch_p2p,watch,You (pl) watch,verb-p2p,თქვენ უყურებთ,verb,2,verbs,Do you watch movies?,ფილმებს უყურებთ?,
watch,watch_p3p,watch,They watch,verb-p3p,ისინი უყურებენ,verb,2,verbs,They watch the game,ისინი თამაშს უყურებენ,
yours,yours,yours,yours,pronoun,შენი,pronoun,1,general,Is this yours?,ეს შენია?,
bus,bus,bus,bus,noun,ავტობუსი,transportation,1,general,The bus is coming,ავტობუსი მოდის,
cool,cool,cool,cool,adjective,გრილი,adjective,1,general,The room is cool,ოთახი გრილია,
also,also,also,also,adverb,ასევე,adverb,1,general,"She sings, and I also sing","ის მღერის, და მეც ასევე ვმღერი",
on,on,on,on,preposition,ზე,preposition,1,general,The keys are on the chair,გასაღებები სკამზეა,Postposition attached to the end of the noun (სკამ-ზე).
fifty_one,fifty_one,fifty_one,51,noun,ორმოცდათერთმეტი,numbers,1,general,Fifty-one votes were counted,ორმოცდათერთმეტი ხმა დაითვალეს,Fifty (ორმოცდაათი) + one (ერთი).
where,where,where,where,adverb,სად,adverb,1,general,Where are we going?,სად მივდივართ?,
hear,hear_inf,hear,to hear,verb-inf,გაგონება,verb,2,verbs,Hearing the song is pleasant,სიმღერის გაგონება სასიამოვნოა,"Means ""to hear a sound"". Use გაგება for ""to understand/hear info""."
hear,hear_p1s,hear,I hear,verb-p1s,მე მესმის,verb,2,verbs,I hear you,მე მესმის შენი,"Inversed verb (Subject is in dative). Literally ""To me it sounds""."
hear,hear_p2s,hear,You hear,verb-p2s,შენ გესმის,verb,2,verbs,Do you hear me?,გესმის ჩემი?,
hear,hear_p3s,hear,He/She/It hears,verb-p3s,მას ესმის,verb,2,verbs,He hears everything,მას ყველაფერი ესმის,
hear,hear_p1p,hear,We hear,verb-p1p,ჩვენ გვესმის,verb,2,verbs,We hear the music,ჩვენ გვესმის მუსიკა,
hear,hear_p2p,hear,You (pl) hear,verb-p2p,თქვენ გესმით,verb,2,verbs,Can you hear us?,ჩვენი გესმით?,
hear,hear_p3p,hear,They hear,verb-p3p,მათ ესმით,verb,2,verbs,They hear nothing,მათ არაფერი ესმით,
