"example_id","frame_id","english","georgian","context","usage_tip"
"1314","ability_present","I can't hear you.","ვერ გიგებ / არ მესმის.","Bad phone connection.","'ვერ' implies inability despite effort. 'არ მესმის' means 'I don't hear'."
"1315","ability_present","We can meet tomorrow.","ხვალ შეგვიძლია შევხვდეთ.","Making plans.","'შევხვდეთ' is the Optative form of 'Meet'. Combined with 'Can'."
"1401","preference_present","I prefer tea.","მე ჩაი მირჩევნია.","Choosing a drink.","'მირჩევნია' means 'It is preferable to me'. Subject ('მე') is Dative."
"1402","preference_present","You prefer wine.","შენ ღვინო გირჩევნია.","Comparing tastes.","The 'გ-' prefix marks 'You' as the person with the preference."
"1403","preference_present","She prefers coffee.","მას ყავა ურჩევნია.","Knowing a friend's order.","'ის' (She) changes to 'მას' (Dative). 'ურჩევნია' marks the 3rd person."
"1404","preference_present","We prefer this.","ჩვენ ეს გვირჩევნია.","Group decision.","'გვირჩევნია' tracks 'We' via the 'გვ-' prefix."
"1405","preference_present","What do you guys prefer?","თქვენ რა გირჩევნიათ?","Offering options.","'გირჩევნიათ' is the plural form used for addressing a group."
"1406","preference_present","They prefer to stay.","მათ დარჩენა ურჩევნიათ.","Discussing plans.","'ისინი' (They) becomes 'მათ'. 'დარჩენა' (Staying) is the noun-subject."
"1407","preference_present","Luka prefers khinkali.","ლუკას ხინკალი ურჩევნია.","Talking about food.","Names take '-ს' because preferences are 'Experiencer' verbs."
"1408","preference_present","I prefer [it].","მირჩევნია.","Short answer.","Can stand alone as a complete sentence."
"1409","preference_present","Isn't it better?","ხომ არ ჯობია?","Making a suggestion.","'ხომ არ' is a rhetorical question marker. 'ჯობია' is a synonym for 'better'."
"1410","preference_present","I prefer this one.","ეს მირჩევნია.","Pointing at a choice.","'ეს' (This) is the subject of the sentence grammatically."
"1411","preference_present","I really prefer this.","ნამდვილად ეს მირჩევნია.","Strong opinion.","'ნამდვილად' means 'definitely' or 'really'."
"1412","preference_present","Of course I prefer it.","რა თქმა უნდა, მირჩევნია.","Confirming a choice.","'რა თქმა უნდა' adds emphasis."
"1413","preference_present","I prefer to go on foot.","ფეხით წასვლა მირჩევნია.","Choosing transport.","'ფეხით' means 'by foot'. 'წასვლა' (Going) is the thing preferred."
"1414","preference_present","Which color do you prefer?","რომელი ფერი გირჩევნია?","Shopping.","'რომელი' means Which. 'ფერი' is Color."
"1415","preference_present","I prefer to be at home.","სახლში ყოფნა მირჩევნია.","Introvert mood.","'ყოფნა' is the verbal noun 'To be' or 'Being'."
"1501","knowledge_present","I know this.","მე ეს ვიცი.","Confirming facts.","'ვიცი' is a regular present-tense verb. The subject ('მე') stays in the normal form, and the thing known is stated directly."
"1502","knowledge_present","You know the truth.","შენ სიმართლე იცი.","Serious conversation.","'სიმართლე' is the object. 'იცი' matches 'You'."
"1503","knowledge_present","He knows everything.","ის ყველაფერი იცის.","Gossip / Respect.","'იცის' is the normal 3rd-person singular form meaning 'he/she knows'."
"1504","knowledge_present","We know the way.","ჩვენ გზა ვიცით.","Giving directions.","'ვიცით' matches 'We'. 'გზა' implies the road or route."
"1505","knowledge_present","You guys know the answer.","თქვენ პასუხი იცით.","Classroom / Quiz.","'იცით' is the plural form for 'You know'."
"1506","knowledge_present","They know nothing.","ისინი არაფერი არ იციან.","Complaining about incompetence.","Georgian requires double negation: 'არაფერი' must be paired with 'არ'."
"1507","knowledge_present","Luka knows Georgian.","ლუკა ქართულს იცის.","Language skills.","Names stay in their base form in the present tense with 'to know'."
"1508","knowledge_present","I don't know.","არ ვიცი.","Honest answer.","One of the most common phrases. Often spoken quickly as 'arvici'."
"1509","knowledge_present","As far as I know.","რამდენადაც ვიცი.","Qualifying a statement.","'რამდენადაც' means 'as much as' or 'to the extent that'."
"1510","knowledge_present","I really don't know.","მართლა არ ვიცი.","Emphasizing ignorance.","'მართლა' means 'truly' or 'really'."
"1511","knowledge_present","I don't even know.","არც კი ვიცი.","Total confusion.","'არც კი' adds the nuance of 'not even'."
"1512","knowledge_present","You know [right]...","ხომ იცი...","Conversational filler.","'ხომ' turns it into a tag question: 'You know, don't you?'."
"1513","knowledge_present","I know what you want.","ვიცი, რა გინდა.","Confrontation / Flirting.","Links 'I know' (vici) with 'What you want' (ra ginda)."
"1514","knowledge_present","Do you know English?","ინგლისური იცი?","Checking language skills.","'ინგლისური' refers to the language."
"1515","knowledge_present","Who knows?","ვინ იცის?","Rhetorical question.","Common fixed expression meaning 'Who knows?' with no implied subject."
"1601","active_past_aorist","I did this.","მე ეს გავაკეთე.","Reporting finished work.","This is the Aorist (Past) tense. Subject 'მე' stays the same."
"1602","active_past_aorist","You did this.","შენ ეს გააკეთე.","Accusation / Praise.","Subject 'შენ' stays the same in the past tense."
"1603","active_past_aorist","He did this.","მან ეს გააკეთა.","Pointing blame.","CRITICAL: 'ის' switches to 'მან' (Ergative) because the action is complete."
"1604","active_past_aorist","We did this.","ჩვენ ეს გავაკეთეთ.","Team success.","Subject 'ჩვენ' stays the same."
"1605","active_past_aorist","You guys did this.","თქვენ ეს გააკეთეთ.","Addressing a group.","Subject 'თქვენ' stays the same."
"1606","active_past_aorist","They did this.","მათ ეს გააკეთეს.","Reporting on others.","'ისინი' becomes 'მათ' (Ergative) in the past tense."
"1607","active_past_aorist","Luka drank coffee.","ლუკამ ყავა დალია.","Storytelling.","Name 'Luka' takes the '-მ' ending ('ლუკამ') because he finished the action."
"1608","active_past_aorist","Mariam said [it].","მარიამმა თქვა.","Reporting speech.","'Mariam' ends in a consonant, so we add '-მა' -> 'მარიამმა'."
"1609","active_past_aorist","Just recently I did it.","სულ ცოტა ხნის წინ გავაკეთე.","Time context.","'ცოტა ხნის წინ' means 'a little while ago'."
"1610","active_past_aorist","I didn't understand / I didn't hear.","ვერ გავიგე.","Asking for repetition.","'ვერ' implies 'I tried but couldn't'. 'გავიგე' implies grasping the meaning."
"1611","active_past_aorist","What happened?","რა მოხდა?","Reacting to noise/news.","'მოხდა' is the past tense of 'Happen'."
"1612","active_past_aorist","Finally, I did it!","როგორც იქნა, გავაკეთე!","Celebration.","'როგორც იქნა' is an idiom meaning 'Finally / As it happened'."
"1613","active_past_aorist","I bought a new phone.","ახალი ტელეფონი ვიყიდე.","Showing off a purchase.","'ვიყიდე' is the past tense of 'Buy'. Object 'ტელეფონი' is in base form."
"1614","active_past_aorist","Did you see Giorgi?","გიორგი ნახე?","Asking about a friend.","'ნახე' is the past tense of 'See'. Object (Giorgi) is in base form."
"1615","active_past_aorist","Who ate my khachapuri?","ჩემი ხაჭაპური ვინ შეჭამა?","Angry question.","'ვინ' stays 'ვინ' (Who). 'შეჭამა' is the completed past of 'Eat'."
"1701","intent_optative_present","Let's go!","წავიდეთ!","Standard suggestion.","This is the Optative mood, used for 'Let us...'."
"1702","intent_optative_present","Let's see.","ვნახოთ.","Stalling / Curiosity.","'ვნახოთ' matches 'We'. Used when waiting for an outcome."
"1703","intent_optative_present","Let's drink.","დავლიოთ.","Toasting.","Common toast starter. 'დავლიოთ' comes from 'დალევა' (Drink)."
"1704","intent_optative_present","What should I do?","რა ვქნა?","Asking for advice.","'ვქნა' is the Optative of 'To do'. Implies 'What am I to do?'."
"1705","intent_optative_present","Where should we go?","სად წავიდეთ?","Planning the night.","'წავიდეთ' combines 'Go' + 'We' + 'Suggestion'."
"1706","intent_optative_present","Let's stop here.","აქ გავაჩეროთ.","In a taxi.","'გავაჩეროთ' is the suggestion form of 'Stop'."
"1707","intent_optative_present","Shall we enter?","შევიდეთ?","Polite suggestion.","'შევიდეთ' implies 'Should we go in?'."
"1708","intent_optative_present","Let's meet.","შევხვდეთ.","Making a date.","'შევხვდეთ' is the Optative of 'Meeting'."
"1709","intent_optative_present","Tell me.","მითხარი.","Requesting info.","Technically Imperative/Optative. 'მი-' points away from you to me."
"1710","intent_optative_present","Give me.","მომეცი.","Asking for an object.","'მო-' points toward me. 'მე' is implied in the verb."
"1711","intent_optative_present","Show it [to me].","მაჩვენე.","Asking to see.","'აჩვენე' is 'Show'. The 'მ-' prefix directs it to me."
"1712","intent_optative_present","Do it!","გააკეთე!","Encouragement / Command.","Simple command form of 'Do'."
"1713","intent_optative_present","Don't go!","არ წახვიდე!","Stopping someone.","Negative command uses the Optative form 'წახვიდე' (You should go)."
"1714","intent_optative_present","Say it in Georgian.","ქართულად თქვი.","Language practice.","'თქვი' is the command 'Say'. 'ქართულად' is the adverb."
"1715","intent_optative_present","Please, sit down.","დაბრძანდით.","Polite hospitality.","'დაბრძანდით' is the ultra-polite, formal version of 'Sit down'."
"1801","obligation_intransitive","I must go.","მე უნდა წავიდე.","Leaving a party.","'უნდა' + Optative 'I go'. Subject 'მე' is Nominative."
"1802","obligation_intransitive","You should rest.","შენ უნდა დაისვენო.","Health advice.","'დაისვენო' is the Optative of 'Rest'. Subject 'შენ' stays plain."
"1803","obligation_intransitive","She must stay.","ის უნდა დარჩეს.","Discussion plans.","'დარჩეს' (Stay) is intransitive. Subject 'ის' stays in the base form."
"1804","obligation_intransitive","We must stand here.","ჩვენ აქ უნდა დავდგეთ.","Queue/Waiting.","'დავდგეთ' means 'We should stand'. Subject 'ჩვენ' is plain."
"1805","obligation_intransitive","You guys must come.","თქვენ უნდა მოხვიდეთ.","Inviting friends.","'მოხვიდეთ' is plural 'You come'. Subject 'თქვენ' is plain."
"1806","obligation_intransitive","They must be ready.","ისინი მზად უნდა იყვნენ.","Expectation.","'იყვნენ' is the Optative of 'To Be'. Subject 'ისინი' stays plain."
"1807","obligation_intransitive","Giorgi must return.","გიორგი უნდა დაბრუნდეს.","Travel.","'დაბრუნდეს' (Return). Subject 'გიორგი' stays plain (No -ma)."
"1808","obligation_intransitive","I must run.","უნდა გავიქცე.","In a rush.","'გავიქცე' is 'I should run away/flee'."
"1809","obligation_intransitive","Of course I must go.","რა თქმა უნდა, უნდა წავიდე.","Defending departure.","'რა თქმა უნდა' adds emphasis to the necessity."
"1810","obligation_intransitive","You must sit down.","უნდა დაჯდე.","Command.","'დაჯდე' is the Optative 'You sit'."
"1811","obligation_intransitive","We must wake up early.","ადრე უნდა გავიღვიძოთ.","Morning plan.","'გავიღვიძოთ' is 'We wake up'. Subject is implied 'We' (Plain)."
"1812","obligation_intransitive","That's why we must go.","სწორედ ამიტომ უნდა წავიდეთ.","Conclusion.","Linking the reason to the departure."
"1813","obligation_intransitive","I have to go to the bank.","ბანკში უნდა წავიდე.","Errand.","Standard motion structure: Place + Unda + Go."
"1814","obligation_intransitive","You must not enter.","არ უნდა შეხვიდე.","Prohibition.","'არ' (Not) goes before 'უნდა'."
"1815","obligation_intransitive","They must arrive on time.","ისინი დროულად უნდა ჩამოვიდნენ.","Schedule.","'ჩამოვიდნენ' (Arrive down). Subject 'ისინი' is plain."
"2001","perception_experiencer_present","I understand (hear) you.","მე შენი მესმის.","Confirming connection.","'მესმის' covers both 'Hearing' and 'Understanding'. Subject 'მე' is Dative."
"2002","perception_experiencer_present","You understand me.","შენ ჩემი გესმის.","Confirmation.","'გესმის' matches 'You'. The object 'My' (chemi) is Genitive."
"2003","perception_experiencer_present","He understands Georgian.","მას ქართული ესმის.","Language skills.","'ის' becomes 'მას'. 'ესმის' marks the 3rd person understanding."
"2004","perception_experiencer_present","We understand this.","ჩვენ ეს გვესმის.","Agreement.","'გვესმის' tracks 'We' via 'გვ-'."
"2005","perception_experiencer_present","Do you guys hear music?","თქვენ მუსიკა გესმით?","Checking sound.","'მუსიკა' is the object (thing heard). 'გესმით' is plural 'You'."
"2006","perception_experiencer_present","They understand the problem.","მათ პრობლემა ესმით.","Logic / Analysis.","'ისინი' becomes 'მათ'. 'პრობლემა' is the thing understood."
"2007","perception_experiencer_present","Mariam understands everything.","მარიამს ყველაფერი ესმის.","Praising intelligence.","Name 'Mariam' takes '-ს' because she is the Experiencer."
"2008","perception_experiencer_present","Do you understand?","გესმის?","Checking in.","Often used as a tag question: 'You get it?'"
"2009","perception_experiencer_present","I didn't understand / hear.","ვერ გავიგე.","Asking for repetition.","Note: Switches to Past Tense ('გავიგე') for 'I didn't catch that'."
"2010","perception_experiencer_present","Got it / Understood.","გასაგებია.","Confirming info.","Literally: 'It is understandable'. Very common standalone phrase."
"2011","perception_experiencer_present","I don't understand you.","შენი არ მესმის.","Confusion / Arguing.","'შენი' (Yours) is used as the object of 'Hearing/Understanding'."
"2012","perception_experiencer_present","I don't hear the sound.","ხმა არ მესმის.","Tech support / Audio check.","'ხმა' implies 'Voice', 'Sound', or 'Volume'."
"2013","perception_experiencer_present","I can hear you well.","კარგად მესმის.","Phone check.","'კარგად' (Well) modifies the perception."
"2014","perception_experiencer_present","Does he understand English?","მას ინგლისური ესმის?","Asking about skills.","'ინგლისური' (English) is the object."
"2015","perception_experiencer_present","Nobody understands me.","ჩემი არავის ესმის.","Complaint.","'არავის' is the Dative form of 'Nobody'. Double negation applies."
"2101","perception_seeing_present","I see you.","მე შენ გხედავ.","Spotting a friend.","The 'გ-' inside 'გხედავ' is the marker pointing to 'You'."
"2102","perception_seeing_present","You see me.","შენ მე მხედავ.","Checking visibility.","The 'მ-' inside 'მხედავ' points to 'Me'."
"2103","perception_seeing_present","She sees the mountain.","ის მთას ხედავს.","Enjoying the view.","'მთა' (mountain) loses the 'ა' and adds '-ს' to become 'მთას'."
"2104","perception_seeing_present","We see the problem.","ჩვენ პრობლემას ვხედავთ.","Analyzing a situation.","'პრობლემა' becomes 'პრობლემას' (Dative object) because Seeing is active here."
"2105","perception_seeing_present","Do you guys see this?","თქვენ ამას ხედავთ?","Pointing something out.","'ეს' (this) changes to 'ამას' when it is the object being seen."
"2106","perception_seeing_present","They see the house.","ისინი სახლს ხედავენ.","Real estate viewing.","'სახლი' drops the 'ი' and adds '-ს' -> 'სახლს'."
"2107","perception_seeing_present","Luka is watching a movie.","ლუკა ფილმს უყურებს.","Leisure time.","'უყურებს' implies 'Watching' (process), while 'ხედავს' is 'Seeing' (sight)."
"2108","perception_seeing_present","I am just looking/browsing.","უბრალოდ ვათვალიერებ.","Shopping.","'უბრალოდ' means 'simply'. Use 'ვათვალიერებ' when browsing a shop."
"2109","perception_seeing_present","I don't see anything.","ვერაფერს ვხედავ.","Dark room / Bad eyesight.","'ვერაფერს' is 'nothing' (negative capability). 'ვერ' implies 'I cannot'."
"2110","perception_seeing_present","Of course I see you.","რა თქმა უნდა, გხედავ.","Reassurance.","'რა თქმა უნდა' adds emphasis to the confirmation."
"2111","perception_seeing_present","They are looking at me.","ისინი მე უყურებენ.","Feeling self-conscious.","'უყურებენ' is plural. 'მე' is the object being watched."
"2112","perception_seeing_present","I see it well.","კარგად ვხედავ.","Confirming vision.","'კარგად' (Well) modifies the verb."
"2113","perception_seeing_present","I see a beautiful view.","ლამაზ ხედს ვხედავ.","Sightseeing.","'ხედი' is View. 'ლამაზ' (Beautiful) drops its final 'ი' before the noun."
"2114","perception_seeing_present","Who do you see?","ვის ხედავ?","Asking about people.","'ვინ' (Who) becomes 'ვის' as the object of seeing."
"2115","perception_seeing_present","I see nobody.","ვერავის ვხედავ.","Empty street.","'ვერავის' (Nobody) uses the 'v-' prefix for 'cannot'."
"2201","discovery_finding_present","I am looking for the key.","მე გასაღებს ვეძებ.","Lost item.","'გასაღები' drops 'ი', adds '-ს'. 'ვეძებ' is the active search verb."
"2202","discovery_finding_present","What are you looking for?","შენ რას ეძებ?","Helping someone search.","'რა' (What) becomes 'რას' (Dative object)."
"2203","discovery_finding_present","He is looking for a job.","ის სამსახურს ეძებს.","Job hunting.","'სამსახური' implies a workplace or position."
"2204","discovery_finding_present","We are looking for a way out.","ჩვენ გამოსავალს ვეძებთ.","Solving a crisis.","'გამოსავალი' literally means 'The way out / Solution'."
"2205","discovery_finding_present","Are you guys looking for this?","თქვენ ამას ეძებთ?","Holding up a lost item.","'ამას' is the object form of 'This'."
"2206","discovery_finding_present","They are looking for a house.","ისინი სახლს ეძებენ.","Renting/Buying.","'სახლი' drops 'ი' -> 'სახლს'. 'ეძებენ' is plural."
"2207","discovery_finding_present","Mariam is finding the phone.","მარიამი ტელეფონს პოულობს.","Success moment.","'პოულობს' describes the moment of discovery, distinct from searching."
"2208","discovery_finding_present","He who seeks, finds.","ვინც ეძებს, ის პოულობს.","Proverb.","'ვინც' means 'He who / Whoever'."
"2209","discovery_finding_present","I can't find it.","ვერ ვპოულობ.","Frustration.","'ვერ' implies inability despite effort."
"2210","discovery_finding_present","It will sort itself out.","თავისით მოგვარდება.","Optimism.","'თავისით' means 'by itself'. 'მოგვარდება' means 'will be solved'."
"2211","discovery_finding_present","Sooner or later I'll find it.","ადრე თუ გვიან ვიპოვი.","Determination.","'ადრე თუ გვიან' is the phrase 'Sooner or later'."
"2212","discovery_finding_present","It's pointless to search.","აზრი არ აქვს ძებნას.","Giving up.","'ძებნა' is the verbal noun 'Searching'. Literally: 'Searching has no sense'."
"2213","discovery_finding_present","I am looking for a new apartment.","ახალ ბინას ვეძებ.","Real estate.","'ბინა' is Apartment. 'ახალ' (New) drops 'ი' before the noun."
"2214","discovery_finding_present","Who are you looking for?","ვის ეძებ?","Asking about a person.","'ვინ' becomes 'ვის' as the object."
"2215","discovery_finding_present","I finally found you.","როგორც იქნა, გიპოვე.","Reunion.","'გიპოვე' is the Past Tense. 'გ-' marks 'You'."
"2301","objective_version_present","I am making coffee for you.","მე შენ ყავას გიკეთებ.","Hosting a guest.","The '-გი-' inside the verb acts as a bridge: 'I do it FOR YOU'."
"2302","objective_version_present","You are making dinner for me.","შენ მე სადილს მიკეთებ.","Gratitude.","The '-მი-' prefix signals 'FOR ME'."
"2303","objective_version_present","He is doing the job for her.","ის მას საქმეს უკეთებს.","Helping a colleague.","The '-უ-' prefix signals 'FOR HIM/HER'. This is the 'Objective Version'."
"2304","objective_version_present","We are helping them.","ჩვენ მათ ვეხმარებით.","Volunteering.","'ვეხმარებით' uses the '-ე-' marker to show interaction."
"2305","objective_version_present","You guys are helping me.","თქვენ მე მეხმარებით.","Acknowledging support.","'მეხმარებით' tracks 'Me' as the receiver of help."
"2306","objective_version_present","They are helping us.","ისინი ჩვენ გვეხმარებიან.","Describing support.","'გვეხმარებიან' uses the 'გვე-' marker for 'Us'."
"2307","objective_version_present","Mariam is making tea for Giorgi.","მარიამი გიორგის ჩაის უკეთებს.","Hospitality.","Crucial: Both the receiver (Giorgi) and the object (Tea) take the '-ს' ending."
"2308","objective_version_present","How can I help you?","რით შემიძლია დაგეხმაროთ?","Polite service.","'დაგეხმაროთ' is the polite future form of 'Help you'."
"2309","objective_version_present","Can you help me?","შეგიძლია დამეხმარო?","Asking for aid.","'დამეხმარო' is the Optative 'You help me'."
"2310","objective_version_present","I am helping as much as possible.","რაც შეიძლება მეტად ვეხმარები.","Trying hard.","'რაც შეიძლება მეტად' means 'as much as possible'."
"2311","objective_version_present","I'll do it for you right away.","ეგრევე გაგიკეთებ.","Immediate service.","'ეგრევე' means 'right away/immediately'."
"2312","objective_version_present","I'm on my way to help.","გზაში ვარ, რომ დაგეხმარო.","Emergency response.","'რომ' (that) connects the status to the purpose."
"2313","objective_version_present","He bought me a gift.","მან მე საჩუქარი მიყიდა.","Receiving a present.","'მიყიდა' (He bought for me) uses the 'mi-' version marker."
"2314","objective_version_present","I am writing you a letter.","მე შენ წერილს გწერ.","Communication.","'გწერ' means 'I write to/for you'."
"2315","objective_version_present","Who are you doing this for?","ვის უკეთებ ამას?","Questioning motives.","'ვის' (For whom) triggers the 'u-' prefix in 'u-keteb'."
"2401","communication_interaction_present","I am asking you.","მე შენ გეკითხები.","Seeking info.","'გეკითხები' implies a two-way interaction directed at 'You' (g-)."
"2402","communication_interaction_present","You are asking me.","შენ მე მეკითხები.","Clarifying the topic.","'მეკითხები' directs the question at 'Me' (m-)."
"2403","communication_interaction_present","She is telling him/her.","ის მას ეუბნება.","Sharing news.","'ეუბნება' is the verb for 'Telling'. The 'ე-' implies 'to him/her'."
"2404","communication_interaction_present","We are speaking the truth.","ჩვენ სიმართლეს ვამბობთ.","Honesty.","'ვამბობთ' is 'We say'. 'სიმართლე' becomes 'სიმართლეს'."
"2405","communication_interaction_present","What are you guys telling me?","თქვენ რას მეუბნებით?","Shock/Surprise.","'რას' (What) is the object. 'მეუბნებით' is 'You all tell me'."
"2406","communication_interaction_present","They are asking us.","ისინი ჩვენ გვეკითხებიან.","Reporting an inquiry.","'გვეკითხებიან' tracks 'Us' via the 'გვე-' marker."
"2407","communication_interaction_present","Luka is asking Mariam.","ლუკა მარიამს ეკითხება.","Interaction.","Mariam gets the '-ს' because she is being asked."
"2408","communication_interaction_present","You don't say! / Really?","რას ამბობ!","Disbelief.","Literal: 'What are you saying!' Used like 'No way!'."
"2409","communication_interaction_present","To tell you the truth...","სიმართლე გითხრა...","Confession intro.","'გითხრა' is the Optative 'I tell you'."
"2410","communication_interaction_present","Sorry to interrupt you...","ბოდიში, რომ გაწყვეტინებ...","Polite interruption.","'გაწყვეტინებ' means 'I make you break/stop'."
"2411","communication_interaction_present","What do you mean?","რას გულისხმობ?","Clarification.","'გულისხმობ' literally means 'To have in mind/heart'."
"2412","communication_interaction_present","I can't say anything.","ვერაფერს ვიტყვი.","No comment.","'ვიტყვი' is the future tense of 'Say'. 'ვერაფერს' is 'Nothing'."
"2413","communication_interaction_present","I am calling you now.","ახლა გირეკავ.","Phone action.","'გირეკავ' means 'I ring/call you'. 'გ-' marks 'You'."
"2414","communication_interaction_present","He told me everything.","მან მე ყველაფერი მითხრა.","Gossip / Debrief.","'მითხრა' is the past tense 'He told me'."
"2415","communication_interaction_present","Don't tell anyone.","არავის უთხრა.","Secret.","'უთხრა' is the imperative 'Tell him/them', negated by 'არ'."
"2501","commerce_transaction_present","I am buying bread.","მე პურს ვყიდულობ.","Grocery store.","'პური' (Bread) becomes 'პურს' (Dative) because it is the object being bought."
"2502","commerce_transaction_present","What are you buying?","შენ რას ყიდულობ?","Curiosity.","'რა' (What) becomes 'რას' as the object."
"2503","commerce_transaction_present","He is buying a ticket.","ის ბილეთს ყიდულობს.","Travel agency.","'ის' stays in the base form. 'ბილეთი' drops the 'ი' and adds '-ს'."
"2504","commerce_transaction_present","We are buying dinner.","ჩვენ სადილს ვყიდულობთ.","Treating friends.","'სადილი' means dinner/lunch. 'ვყიდულობთ' marks 'We'."
"2505","commerce_transaction_present","How much are you guys paying?","თქვენ რამდენს იხდით?","Sharing the bill.","'იხდით' comes from 'გადახდა' (Paying). 'რამდენს' is 'How much'."
"2506","commerce_transaction_present","They are paying money.","ისინი ფულს იხდიან.","Transaction.","'ფული' becomes 'ფულს'. 'იხდიან' is the plural form."
"2507","commerce_transaction_present","Giorgi is buying wine.","გიორგი ღვინოს ყიდულობს.","Party prep.","Giorgi is the subject (Nominative). Wine is the object (Dative)."
"2508","commerce_transaction_present","How much is it?","რა ღირს?","Asking price.","Literally: 'What is it worth?'. Essential market phrase."
"2509","commerce_transaction_present","How much for one kilo?","რა ღირს ერთი კილო?","Buying produce.","'ერთი კილო' is the subject of the price."
"2510","commerce_transaction_present","The bill, please.","ანგარიში, თუ შეიძლება.","Restaurant finish.","'ანგარიში' means Bill/Account. 'თუ შეიძლება' is Please."
"2511","commerce_transaction_present","I am paying by card.","ბარათით ვიხდი.","Check-out.","'ბარათით' uses the '-ით' ending for 'by means of'."
"2512","commerce_transaction_present","It's too expensive.","ძალიან ძვირია.","Haggling.","'ძვირი' means expensive. 'იაფი' means cheap."
"2513","commerce_transaction_present","Can I pay by card?","ბარათით გადახდა შეიძლება?","Check-out query.","'გადახდა' is the noun 'Payment'. 'შეიძლება' asks permission."
"2514","commerce_transaction_present","I am buying it for you.","ამას შენთვის ვყიდულობ.","Generosity.","'შენთვის' means 'For you'. 'ამას' is 'This'."
"2515","commerce_transaction_present","Who is paying today?","დღეს ვინ იხდის?","Group dinner joke.","'ვინ' stays in the base form as the subject."
"2601","process_start_finish","I am starting work.","მე საქმეს ვიწყებ.","Morning routine.","'საქმე' (Business/Job) becomes 'საქმეს'."
"2602","process_start_finish","You are finishing school.","შენ სკოლას ამთავრებ.","Graduation context.","'ამთავრებ' comes from 'მთავარი' (Main/Head), implying capping it off."
"2603","process_start_finish","She is starting to eat.","ის ჭამას იწყებს.","Dinner table.","'ჭამა' is the verbal noun 'Eating'. It takes the '-ს' object marker."
"2604","process_start_finish","We are finishing dinner.","ჩვენ სადილს ვამთავრებთ.","Waiting for the bill.","'ვამთავრებთ' tracks 'We' via the 'ვ-' prefix."
"2605","process_start_finish","Are you guys starting now?","თქვენ ახლა იწყებთ?","Impatient question.","'ახლა' (Now) emphasizes the timing."
"2606","process_start_finish","They are finishing work.","ისინი მუშაობას ამთავრებენ.","End of shift.","'მუშაობა' (Working) is the object being finished."
"2607","process_start_finish","Mariam is starting the movie.","მარიამი ფილმს იწყებს.","Movie night.","'იწყებს' is the standard transitive 'Starts'."
"2608","process_start_finish","A good beginning is half the work.","კარგი დასაწყისი საქმის ნახევარია.","Proverb.","'დასაწყისი' means Beginning. 'ნახევარი' is Half."
"2609","process_start_finish","I am finishing already.","უკვე ვამთავრებ.","Rushing.","'უკვე' means 'Already'. Common reply to 'Are you done?'."
"2610","process_start_finish","I am starting right away.","ეგრევე ვიწყებ.","Compliance.","'ეგრევე' implies immediate action."
"2611","process_start_finish","Finish it as soon as possible.","რაც შეიძლება მალე დაამთავრე.","Deadline command.","'რაც შეიძლება მალე' is 'ASAP'."
"2612","process_start_finish","The sooner the better.","რაც მალე, მით უკეთესი.","Idiom.","'მით უკეთესი' means 'so much the better'."
"2613","process_start_finish","When does the movie start?","ფილმი როდის იწყება?","Cinema query.","'იწყება' is the passive form: 'When does it start itself?'."
"2614","process_start_finish","I finished the university.","უნივერსიტეტი დავამთავრე.","Resume / Bio.","Past tense 'დავამთავრე'. Object returns to base form ('უნივერსიტეტი')."
"2615","process_start_finish","Let's start!","დავიწყოთ!","Motivation.","Optative mood for 'Let us start'."
"2701","taking_getting","I am taking a ticket.","მე ბილეთს ვიღებ.","Queue / Kiosk.","'ვიღებ' is a very flexible verb for 'Taking', 'Getting', or 'Receiving'."
"2702","taking_getting","You are getting money.","შენ ფულს იღებ.","ATM / Salary.","'ფული' becomes 'ფულს' (Dative object)."
"2703","taking_getting","He is taking the key.","ის გასაღებს იღებს.","Checking in.","'გასაღები' drops the 'ი' before adding '-ს'."
"2704","taking_getting","We are taking coffee.","ჩვენ ყავას ვიღებთ.","Picking up an order.","'ყავა' becomes 'ყავას'."
"2705","taking_getting","What are you guys taking/getting?","თქვენ რას იღებთ?","Decision time.","'რას' matches the choice."
"2706","taking_getting","They are taking a picture.","ისინი სურათს იღებენ.","Tourism.","'სურათი' (Picture) + 'იღებენ' = Taking a photo."
"2707","taking_getting","Mariam is getting the phone.","მარიამი ტელეფონს იღებს.","Answering a call.","Implies picking up the device."
"2708","taking_getting","I'm taking one sip.","ერთ ყლუპს ვიღებ.","Tasting drink.","'ყლუპი' is Sip. Drop 'ი', add '-ს'."
"2709","taking_getting","Can I try this on?","შეიძლება მოვიზომო?","Clothes shop.","'მოვიზომო' is specifically for fitting clothes."
"2710","taking_getting","I'm taking a shower.","შხაპს ვიღებ.","Status.","'შხაპი' (Shower) + 'Taking'. Standard phrase."
"2711","taking_getting","I'll take this one.","ამას ვიღებ.","Shopping decision.","'ამას' is the object 'This one'."
"2712","taking_getting","Finally, I'm taking/buying it.","ბოლოს და ბოლოს, ვიღებ.","Making up mind.","'ბოლოს და ბოლოს' means 'At long last'."
"2713","taking_getting","Take a photo of me.","ფოტო გადამიღე.","Tourist request.","'გადამიღე' adds the 'me' marker: 'Take FOR me'."
"2714","taking_getting","Don't take it!","არ აიღო!","Warning.","'აიღო' is the Optative command form."
